"transaction_id";"sender_account_id";"receiver_account_id";"transaction_amount";"transaction_type";"timestamp";"transaction_status";"fraud_flag";"geolocation";"device_used";"network_slice_id";"latency";"slice_bandwidth_mbps";"pin_code"
"TXN5872179478";"ACC45373";"ACC85398";521.21;"Deposit";"2025-01-17 10:05:00";"Failed";"FALSE";"48.8566 N, 0.1278 W";"Mobile";"Slice3";4;164;2226
"TXN6270102821";"ACC91943";"ACC35382";354.71;"Deposit";"2025-01-17 10:28:00";"Failed";"TRUE";"51.5074 N, -118.2437 W";"Mobile";"Slice2";14;96;9454
"TXN6320952191";"ACC94090";"ACC46023";960.36;"Transfer";"2025-01-17 10:49:00";"Success";"TRUE";"35.6895 N, 0.1278 W";"Desktop";"Slice3";4;162;1366
"TXN9135751221";"ACC70107";"ACC29493";749.78;"Transfer";"2025-01-17 10:27:00";"Failed";"TRUE";"51.5074 N, 37.6173 W";"Desktop";"Slice2";19;180;6921
"TXN8310897263";"ACC32083";"ACC28978";860.27;"Deposit";"2025-01-17 10:59:00";"Success";"FALSE";"35.6895 N, -74.006 W";"Mobile";"Slice2";8;61;1601
"TXN9898212544";"ACC25289";"ACC87765";678.84;"Withdrawal";"2025-01-17 10:16:00";"Success";"FALSE";"48.8566 N, 139.6917 W";"Desktop";"Slice3";16;135;3264
"TXN3988853414";"ACC11540";"ACC81346";188.7;"Withdrawal";"2025-01-17 10:27:00";"Success";"FALSE";"40.7128 N, 37.6173 W";"Mobile";"Slice3";13;236;4310
"TXN5398070716";"ACC25990";"ACC35086";325.32;"Withdrawal";"2025-01-17 10:55:00";"Failed";"FALSE";"35.6895 N, 0.1278 W";"Desktop";"Slice3";9;244;9590
"TXN4966699908";"ACC63657";"ACC65237";778.32;"Deposit";"2025-01-17 10:31:00";"Success";"FALSE";"55.7558 N, 37.6173 W";"Desktop";"Slice3";6;67;7995
"TXN8460678344";"ACC40938";"ACC18461";187.41;"Deposit";"2025-01-17 10:44:00";"Success";"TRUE";"34.0522 N, 0.1278 W";"Desktop";"Slice1";19;216;5184
"TXN4656100555";"ACC65243";"ACC64838";770.19;"Transfer";"2025-01-17 10:16:00";"Failed";"TRUE";"51.5074 N, -74.006 W";"Desktop";"Slice1";7;244;9724
"TXN6023233537";"ACC31607";"ACC40732";689.86;"Deposit";"2025-01-17 10:40:00";"Failed";"TRUE";"35.6895 N, 2.3522 W";"Mobile";"Slice2";15;110;9996
"TXN6980683657";"ACC49408";"ACC26901";539.4;"Transfer";"2025-01-17 10:56:00";"Success";"TRUE";"51.5074 N, 2.3522 W";"Mobile";"Slice1";15;208;7319
"TXN6721573629";"ACC79097";"ACC37128";198.18;"Deposit";"2025-01-17 10:36:00";"Success";"FALSE";"55.7558 N, 139.6917 W";"Desktop";"Slice1";10;164;5310
"TXN7266570556";"ACC38775";"ACC48865";318.92;"Withdrawal";"2025-01-17 10:31:00";"Failed";"FALSE";"51.5074 N, 0.1278 W";"Mobile";"Slice2";15;226;5225
"TXN2877832200";"ACC48963";"ACC47641";978.96;"Transfer";"2025-01-17 10:07:00";"Failed";"FALSE";"48.8566 N, 37.6173 W";"Desktop";"Slice2";10;85;3311
"TXN6689630393";"ACC54726";"ACC89370";655.98;"Deposit";"2025-01-17 10:40:00";"Success";"FALSE";"40.7128 N, 2.3522 W";"Mobile";"Slice1";7;239;8579
"TXN6736220776";"ACC24619";"ACC95826";744.4;"Withdrawal";"2025-01-17 10:50:00";"Failed";"TRUE";"48.8566 N, 0.1278 W";"Mobile";"Slice3";9;106;3751
"TXN8299962548";"ACC73211";"ACC16021";916.9;"Deposit";"2025-01-17 10:30:00";"Failed";"TRUE";"55.7558 N, 2.3522 W";"Mobile";"Slice1";20;52;4438
"TXN4821129470";"ACC77377";"ACC11572";272.9;"Withdrawal";"2025-01-17 10:53:00";"Success";"FALSE";"40.7128 N, 37.6173 W";"Desktop";"Slice3";3;157;5077
"TXN9706461583";"ACC23210";"ACC18968";579.04;"Deposit";"2025-01-17 10:25:00";"Failed";"FALSE";"35.6895 N, 2.3522 W";"Desktop";"Slice1";19;126;7414
"TXN5819697000";"ACC91947";"ACC51744";481.35;"Transfer";"2025-01-17 10:12:00";"Failed";"TRUE";"35.6895 N, 0.1278 W";"Mobile";"Slice3";20;68;6957
"TXN2677873639";"ACC12696";"ACC17457";601.6;"Deposit";"2025-01-17 10:51:00";"Failed";"TRUE";"55.7558 N, -74.006 W";"Desktop";"Slice2";7;178;5597
"TXN7999541068";"ACC23220";"ACC67272";406.17;"Withdrawal";"2025-01-17 10:03:00";"Failed";"FALSE";"35.6895 N, -118.2437 W";"Desktop";"Slice3";16;114;6462
"TXN8857190097";"ACC63630";"ACC83176";992.79;"Withdrawal";"2025-01-17 10:31:00";"Failed";"FALSE";"55.7558 N, -74.006 W";"Desktop";"Slice2";12;143;6184
"TXN3562708287";"ACC29500";"ACC57773";675.48;"Withdrawal";"2025-01-17 10:20:00";"Success";"TRUE";"48.8566 N, -118.2437 W";"Mobile";"Slice3";17;120;4779
"TXN3580164111";"ACC68685";"ACC36989";178.14;"Withdrawal";"2025-01-17 10:41:00";"Success";"TRUE";"55.7558 N, 37.6173 W";"Desktop";"Slice2";3;132;1566
"TXN9375157430";"ACC38711";"ACC98722";822.69;"Withdrawal";"2025-01-17 10:46:00";"Success";"TRUE";"34.0522 N, -74.006 W";"Mobile";"Slice3";5;207;3319
"TXN8635520804";"ACC17584";"ACC32226";592.99;"Transfer";"2025-01-17 10:54:00";"Failed";"TRUE";"51.5074 N, 139.6917 W";"Mobile";"Slice2";16;148;7904
"TXN3642265035";"ACC58817";"ACC15152";190.95;"Withdrawal";"2025-01-17 10:17:00";"Failed";"FALSE";"51.5074 N, -74.006 W";"Mobile";"Slice1";6;96;1254
"TXN5519692100";"ACC29209";"ACC17339";384.19;"Transfer";"2025-01-17 10:59:00";"Success";"FALSE";"48.8566 N, 139.6917 W";"Mobile";"Slice3";15;178;5425
"TXN9725121816";"ACC56902";"ACC86151";591.01;"Transfer";"2025-01-17 10:41:00";"Success";"TRUE";"35.6895 N, 0.1278 W";"Desktop";"Slice2";18;228;6128
"TXN9841219846";"ACC24856";"ACC54104";265.23;"Withdrawal";"2025-01-17 10:25:00";"Success";"TRUE";"51.5074 N, 0.1278 W";"Desktop";"Slice2";12;59;1948
"TXN3964673333";"ACC55016";"ACC31584";256.9;"Transfer";"2025-01-17 10:35:00";"Failed";"FALSE";"55.7558 N, 139.6917 W";"Mobile";"Slice1";5;140;2921
"TXN1371725692";"ACC50985";"ACC26850";525.89;"Withdrawal";"2025-01-17 10:01:00";"Success";"FALSE";"34.0522 N, 139.6917 W";"Mobile";"Slice2";4;125;2838
"TXN7073945412";"ACC89343";"ACC11124";247.19;"Withdrawal";"2025-01-17 10:19:00";"Failed";"FALSE";"55.7558 N, 139.6917 W";"Desktop";"Slice2";8;51;7291
"TXN4751067640";"ACC57443";"ACC68403";307.44;"Withdrawal";"2025-01-17 10:24:00";"Success";"FALSE";"48.8566 N, -118.2437 W";"Desktop";"Slice3";8;233;8699
"TXN8555110303";"ACC12431";"ACC50278";917.5;"Transfer";"2025-01-17 10:59:00";"Failed";"FALSE";"34.0522 N, 37.6173 W";"Desktop";"Slice3";9;153;4134
"TXN8858848074";"ACC24867";"ACC67672";149.97;"Withdrawal";"2025-01-17 10:20:00";"Failed";"FALSE";"40.7128 N, 37.6173 W";"Desktop";"Slice1";3;132;1220
"TXN7511269601";"ACC14110";"ACC40602";772.24;"Withdrawal";"2025-01-17 10:45:00";"Failed";"FALSE";"35.6895 N, 37.6173 W";"Desktop";"Slice3";8;177;6423
"TXN8847738852";"ACC84364";"ACC47327";399.24;"Deposit";"2025-01-17 10:26:00";"Success";"FALSE";"35.6895 N, 2.3522 W";"Mobile";"Slice1";8;82;2129
"TXN8902547494";"ACC14105";"ACC72307";559.81;"Withdrawal";"2025-01-17 10:50:00";"Failed";"TRUE";"35.6895 N, 0.1278 W";"Desktop";"Slice3";4;100;3772
"TXN5149461862";"ACC10098";"ACC31423";402.64;"Transfer";"2025-01-17 10:36:00";"Failed";"FALSE";"55.7558 N, 139.6917 W";"Mobile";"Slice3";18;231;9797
"TXN4939876794";"ACC40458";"ACC54669";164.94;"Transfer";"2025-01-17 10:34:00";"Success";"TRUE";"55.7558 N, 2.3522 W";"Desktop";"Slice3";5;178;6126
"TXN5124329693";"ACC49933";"ACC88043";777.59;"Transfer";"2025-01-17 10:49:00";"Failed";"FALSE";"48.8566 N, 0.1278 W";"Mobile";"Slice2";10;211;4147
"TXN7729611030";"ACC48564";"ACC54219";802.61;"Deposit";"2025-01-17 10:11:00";"Failed";"TRUE";"48.8566 N, -74.006 W";"Desktop";"Slice3";5;233;4382
"TXN3969911632";"ACC67884";"ACC13991";369.05;"Transfer";"2025-01-17 10:35:00";"Failed";"FALSE";"40.7128 N, -74.006 W";"Desktop";"Slice1";14;113;2296
"TXN6822416237";"ACC98500";"ACC12069";635.34;"Withdrawal";"2025-01-17 10:54:00";"Success";"TRUE";"35.6895 N, -74.006 W";"Mobile";"Slice3";15;221;8638
"TXN8918643323";"ACC22774";"ACC61845";646.29;"Withdrawal";"2025-01-17 10:43:00";"Success";"FALSE";"34.0522 N, 0.1278 W";"Mobile";"Slice2";18;157;4638
"TXN2644019441";"ACC69928";"ACC15272";181.28;"Withdrawal";"2025-01-17 10:07:00";"Success";"TRUE";"51.5074 N, 139.6917 W";"Desktop";"Slice3";10;173;9877
"TXN7066384355";"ACC45635";"ACC93414";381.94;"Withdrawal";"2025-01-17 10:22:00";"Failed";"FALSE";"34.0522 N, 37.6173 W";"Desktop";"Slice3";8;94;9531
"TXN3386767631";"ACC59588";"ACC63706";656.49;"Deposit";"2025-01-17 10:36:00";"Failed";"TRUE";"51.5074 N, 139.6917 W";"Desktop";"Slice3";8;126;7015
"TXN5268233590";"ACC76335";"ACC44209";693.73;"Withdrawal";"2025-01-17 10:52:00";"Success";"FALSE";"40.7128 N, 37.6173 W";"Desktop";"Slice2";3;204;6513
"TXN9728180847";"ACC83660";"ACC31355";872.85;"Transfer";"2025-01-17 10:01:00";"Failed";"FALSE";"34.0522 N, -118.2437 W";"Desktop";"Slice1";17;150;5968
"TXN3785811199";"ACC45754";"ACC56026";507.32;"Deposit";"2025-01-17 10:57:00";"Failed";"TRUE";"55.7558 N, 37.6173 W";"Mobile";"Slice3";18;142;1424
"TXN2136436539";"ACC85339";"ACC40432";514.1;"Deposit";"2025-01-17 10:04:00";"Failed";"TRUE";"51.5074 N, 37.6173 W";"Mobile";"Slice3";14;120;9226
"TXN3610926310";"ACC64812";"ACC14886";333.81;"Withdrawal";"2025-01-17 10:21:00";"Failed";"TRUE";"34.0522 N, 139.6917 W";"Mobile";"Slice3";18;131;1649
"TXN9293693445";"ACC60880";"ACC94809";274.03;"Withdrawal";"2025-01-17 10:32:00";"Success";"TRUE";"40.7128 N, 0.1278 W";"Desktop";"Slice3";7;70;5983
"TXN2348724644";"ACC97883";"ACC71524";319.5;"Withdrawal";"2025-01-17 10:37:00";"Success";"TRUE";"51.5074 N, 37.6173 W";"Mobile";"Slice2";14;217;3460
"TXN7250272568";"ACC49715";"ACC10486";59.57;"Withdrawal";"2025-01-17 10:31:00";"Failed";"FALSE";"35.6895 N, 37.6173 W";"Mobile";"Slice3";11;78;7280
"TXN6661892244";"ACC43334";"ACC31560";179.93;"Deposit";"2025-01-17 10:18:00";"Success";"TRUE";"40.7128 N, 37.6173 W";"Mobile";"Slice3";6;192;9759
"TXN9210129507";"ACC98981";"ACC73310";558.64;"Deposit";"2025-01-17 10:30:00";"Failed";"FALSE";"48.8566 N, -74.006 W";"Desktop";"Slice1";4;204;4036
"TXN2679491739";"ACC69673";"ACC60940";919.35;"Deposit";"2025-01-17 10:52:00";"Failed";"FALSE";"48.8566 N, 37.6173 W";"Mobile";"Slice1";17;210;8981
"TXN2106828046";"ACC68992";"ACC32882";236.29;"Transfer";"2025-01-17 10:43:00";"Success";"FALSE";"51.5074 N, -118.2437 W";"Desktop";"Slice2";20;169;8004
"TXN9649254386";"ACC13948";"ACC71806";378.9;"Transfer";"2025-01-17 10:36:00";"Success";"FALSE";"48.8566 N, 0.1278 W";"Mobile";"Slice2";10;104;4527
"TXN2215717837";"ACC95972";"ACC50750";483.36;"Withdrawal";"2025-01-17 11:00:00";"Failed";"TRUE";"55.7558 N, 37.6173 W";"Mobile";"Slice2";12;56;1009
"TXN1676848215";"ACC95938";"ACC18507";199.81;"Withdrawal";"2025-01-17 10:54:00";"Success";"FALSE";"34.0522 N, 139.6917 W";"Desktop";"Slice1";14;151;9301
"TXN3992032184";"ACC16789";"ACC21980";495.36;"Transfer";"2025-01-17 10:02:00";"Failed";"FALSE";"55.7558 N, -74.006 W";"Mobile";"Slice2";5;155;9888
